GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)												
411382	Q8TDV5	YJBWACABBPCMSU-UHFFFAOYSA-N	EC	21	21	nM	23010456												
420311	Q8TDV5	YVMZHLJYXXSDBX-SECBINFHSA-N	EC	0.22	0.22	uM	22836190												
153	Q8TDV5	AAEXAWXHXYDQNR-UHFFFAOYSA-N	EC50	58	58	nM	22765901												
361	Q8TDV5	AANQFGKCUNPFMY-UHFFFAOYSA-N	EC50	130	130	nM	24751443												
1435	Q8TDV5	ACCUYEGVSRMAAF-UHFFFAOYSA-N	EC50	1400	1400	nM	24508142												
1751	Q8TDV5	ACOOCLBBJBYZLG-UHFFFAOYSA-N	EC50	2	2	nM	24900416												
2291	Q8TDV5	ADGJUTULKDDKNB-QHCPKHFHSA-N	EC50	3	3	nM	24900416												
2320	Q8TDV5	ADHSJODREJUIPZ-UHFFFAOYSA-N	EC50	16	16	nM	24508142												
3313	Q8TDV5	AEBRHMJCAICWMX-UHFFFAOYSA-N	EC50	180	180	nM	24440299												
4201	Q8TDV5	AFJBIEFMCXULHJ-UHFFFAOYSA-N	EC50	538	538	nM	22061639												
4714	Q8TDV5	AGAYTMFQRZZPGY-UHFFFAOYSA-N	EC50	87	87	nM	24508142												
5712	Q8TDV5	AHNQYAZOPGIERI-UHFFFAOYSA-N	EC50	15	15	nM	21444206												
6163	Q8TDV5	AIFHIHRKLSGBNE-UHFFFAOYSA-N	EC50	0	10000	nM	21444206												
7217	Q8TDV5	AJTCMLMKPYAVBB-GJZGRUSLSA-N	EC50	1.5	1.5	nM	23374864												
7519	Q8TDV5	AKGNFCPSDUTHKQ-UHFFFAOYSA-N	EC50	1000	1000	nM	20227877												
8077	Q8TDV5	ALAMXYQQAKXSLD-UHFFFAOYSA-N	EC50	7.7	7.7	nM	24508142												
8856	Q8TDV5	AMGKJGKFZBRFFL-UHFFFAOYSA-N	EC50	320	320	nM	24440299												
8886	Q8TDV5	AMHHRGZLTPMKNL-CQSZACIVSA-N	EC50	63	63	nM	22545772												
9328	Q8TDV5	AMWYMLAYBOISQB-UHFFFAOYSA-N	EC50	73	73	nM	22765901												
9490	Q8TDV5	ANESWNKKPIMPNA-UHFFFAOYSA-N	EC50	1258.93	5011.87	nM	"209,372,492,111,460,000,000,000"												
10217	Q8TDV5	AOGFVKCXWUDFAJ-UHFFFAOYSA-N	EC50	435	435	nM	21444206												
10330	Q8TDV5	AOLJFWZJDVEKRK-UHFFFAOYSA-N	EC50	1000	1000	nM	20227877												
10568	Q8TDV5	AOSPHWIRDWKZNF-UHFFFAOYSA-N	EC50	6.8	6.8	nM	24508142												
11202	Q8TDV5	APOZVOAEAUGHRO-UHFFFAOYSA-N	EC50	0	10000	nM	23357035												
11416	Q8TDV5	APWQZAPNNAEDMQ-UHFFFAOYSA-N	EC50	44	44	nM	22264481												
12677	Q8TDV5	ARQOVJICMVUBAF-UHFFFAOYSA-N	EC50	121	121	nM	22765901												
12939	Q8TDV5	ARZIPPIZQPGTEA-UHFFFAOYSA-N	EC50	3000	3000	nM	18698756												
14294	Q8TDV5	ATSNUQSZCLQENO-UHFFFAOYSA-N	EC50	92	92	nM	22264481												
14296	Q8TDV5	ATSPAYQRYCXFET-UHFFFAOYSA-N	EC50	267	267	nM	21310611												
14372	Q8TDV5	ATWCWUVYNZSTIK-UHFFFAOYSA-N	EC50	700	700	nM	20227877												
15804	Q8TDV5	AVZUGDCGZCTJAU-UHFFFAOYSA-N	EC50	0	10000	nM	23357035												
16557	Q8TDV5	AXCPODYQWVLWMM-OAHLLOKOSA-N	EC50	54	54	nM	22545772												
16831	Q8TDV5	AXLNAZYMBNKFJO-UHFFFAOYSA-N	EC50	0.6	0.6	nM	21444206												
17359	Q8TDV5	AYDNCPUQJHOLMO-UHFFFAOYSA-N	EC50	79.43	79.43	nM	23214471												
17600	Q8TDV5	AYMXTWMJUAASDF-UHFFFAOYSA-N	EC50	3.8	3.8	nM	21444206												
17606	Q8TDV5	AYNDWTZJYBGAPE-UHFFFAOYSA-N	EC50	290	290	nM	24751443												
18066	Q8TDV5	AZDUDBIUEWKFGT-UHFFFAOYSA-N	EC50	49	49	nM	23234271												
18440	Q8TDV5	AZRVSANIIWCDJQ-UHFFFAOYSA-N	EC50	74	74	nM	22061639												
18613	Q8TDV5	AZYQJKQMRSQAAQ-UHFFFAOYSA-N	EC50	201	201	nM	21273063												
18856	Q8TDV5	BAGSZQKWQDTPEF-UHFFFAOYSA-N	EC50	120	120	nM	21310611												
19431	Q8TDV5	BBEDZQIJJGXNCF-UHFFFAOYSA-N	EC50	53	53	nM	24751443												
20289	Q8TDV5	BCLHNZKRVLWHLN-UHFFFAOYSA-N	EC50	15	15	nM	24332491												
20784	Q8TDV5	BDCALHIYMZXLRA-NYRJJRHWSA-N	EC50	100	100	nM	"MedChemComm, (2013) 4:1:95"												
21543	Q8TDV5	BEGZMYMDNPFYOC-UHFFFAOYSA-N	EC50	90	90	nM	24440299												
21826	Q8TDV5	BEQXVWQBFMRYNW-UHFFFAOYSA-N	EC50	2500	2500	nM	18698756												
22029	Q8TDV5	BEXZFOIZBGPZMM-IRXDYDNUSA-N	EC50	24	24	nM	21536438												
23101	Q8TDV5	BGLRWXCBFWYRFO-UHFFFAOYSA-N	EC50	5.3	5.3	nM	24900416												
23101	Q8TDV5	BGLRWXCBFWYRFO-UHFFFAOYSA-N	EC50	5.32	5.32	nM	24900416												
23101	Q8TDV5	BGLRWXCBFWYRFO-UHFFFAOYSA-N	EC50	10.7	10.7	nM	24900416												
23101	Q8TDV5	BGLRWXCBFWYRFO-UHFFFAOYSA-N	EC50	11	11	nM	24900416												
24026	Q8TDV5	BHSNKLTYEWRKTN-UHFFFAOYSA-N	EC50	0	10000	nM	24751443												
24576	Q8TDV5	BINDQPLQDDZPGU-HOTGVXAUSA-N	EC50	15	15	nM	21536438												
24816	Q8TDV5	BIXKSWBUHPYYET-UHFFFAOYSA-N	EC50	396	396	nM	22061639												
25010	Q8TDV5	BJEUXFJYQJIXBY-UHFFFAOYSA-N	EC50	79	79	nM	23628336												
25662	Q8TDV5	BKCLNIGTOQSNPO-AZUAARDMSA-N	EC50	18	18	nM	22061639												
27274	Q8TDV5	BMBHHJOJERDYIV-UHFFFAOYSA-N	EC50	130	130	nM	24440299												
28468	Q8TDV5	BNVFIBOYMRSXMI-UHFFFAOYSA-N	EC50	42	42	nM	21444206												
29113	Q8TDV5	BOSVYVGSGZEAPB-VQTJNVASSA-N	EC50	140	140	nM	22061639												
29220	Q8TDV5	BOWVQLFMWHZBEF-KTKRTIGZSA-N	EC50	501.187	3981.07	nM	"165,174,041,990,119,000,000,000"												
29220	Q8TDV5	BOWVQLFMWHZBEF-KTKRTIGZSA-N	EC50	2200	2200	nM	"233,570,352,782,555,000,000,000"												
29220	Q8TDV5	BOWVQLFMWHZBEF-KTKRTIGZSA-N	EC50	3200	3200	nM	23384387												
29260	Q8TDV5	BOXWOZZJLLOCEA-UHFFFAOYSA-N	EC50	1200	1200	nM	24751443												
29709	Q8TDV5	BPNGXXPWVUKDRR-UHFFFAOYSA-N	EC50	145	145	nM	22765901												
32720	Q8TDV5	BTVNNMSDLVBWRW-UHFFFAOYSA-N	EC50	131	131	nM	22264481												
32815	Q8TDV5	BTYRTNRWQFWQNI-UHFFFAOYSA-N	EC50	33.4	33.4	nM	21444206												
33212	Q8TDV5	BUOGRCHUCDFTJK-UHFFFAOYSA-N	EC50	23	23	nM	24332491												
36559	Q8TDV5	BZLIXEOTTVLNTE-UHFFFAOYSA-N	EC50	770	770	nM	24440299												
37698	Q8TDV5	CBBJTAPLBBGMKR-UHFFFAOYSA-N	EC50	158.49	158.49	nM	23214471												
38026	Q8TDV5	CBNFLBDZRCZIJJ-UHFFFAOYSA-N	EC50	737	737	nM	22545772												
38263	Q8TDV5	CBVWEXBYSSNIJH-UHFFFAOYSA-N	EC50	86	86	nM	24751443												
39834	Q8TDV5	CEFDZCHJJUCCBA-UHFFFAOYSA-N	EC50	7	7	nM	18698756												
39898	Q8TDV5	CEHVPMIDJZJSCV-UHFFFAOYSA-N	EC50	2400	2400	nM	24508142												
40131	Q8TDV5	CEPNOUIHARAUEM-UHFFFAOYSA-N	EC50	16	16	nM	23648181												
40131	Q8TDV5	CEPNOUIHARAUEM-UHFFFAOYSA-N	EC50	20	20	nM	24440299												
40232	Q8TDV5	CETAULDFJQHIIO-UHFFFAOYSA-N	EC50	34	34	nM	22264481												
42697	Q8TDV5	CIHVNUAELWPXRA-UHFFFAOYSA-N	EC50	860	860	nM	24440299												
42781	Q8TDV5	CILMTXQCAYCRDU-UHFFFAOYSA-N	EC50	660	660	nM	23648181												
43396	Q8TDV5	CJIWAPAKTUAZDV-UHFFFAOYSA-N	EC50	880	880	nM	24751443												
44999	Q8TDV5	CLTOWTVAGYCVSY-RANJNGMFSA-N	EC50	145	145	nM	23234271												
45000	Q8TDV5	CLTOWTVAGYCVSY-WMLOPIRWSA-N	EC50	155	155	nM	23234271												
45633	Q8TDV5	CMRYHKUOCWIKMH-UHFFFAOYSA-N	EC50	0.3	0.3	nM	21273063												
45633	Q8TDV5	CMRYHKUOCWIKMH-UHFFFAOYSA-N	EC50	3	3	nM	21273063												
45633	Q8TDV5	CMRYHKUOCWIKMH-UHFFFAOYSA-N	EC50	14	14	nM	21273063												
46297	Q8TDV5	CNSGCFMMOZXTLD-UHFFFAOYSA-N	EC50	45	45	nM	24332491												
46755	Q8TDV5	COLFJIUDIQYQTR-UHFFFAOYSA-N	EC50	0	10000	nM	20227877												
47278	Q8TDV5	CPFBGJDRVUGVPO-UHFFFAOYSA-N	EC50	19.95	19.95	nM	23214471												
47306	Q8TDV5	CPFRWWVBDZSMHO-UHFFFAOYSA-N	EC50	170	170	nM	24751443												
48062	Q8TDV5	CQGOOXRESMDIBQ-UHFFFAOYSA-N	EC50	48	48	nM	21273063												
48500	Q8TDV5	CQVIOYGVYWJQDB-UHFFFAOYSA-N	EC50	2	2	nM	21273063												
48896	Q8TDV5	CRLRBSUPLCICHP-UHFFFAOYSA-N	EC50	125.89	125.89	nM	23214471												
49271	Q8TDV5	CRZGKAWVJIDZPZ-UHFFFAOYSA-N	EC50	3600	3600	nM	21273063												
49728	Q8TDV5	CSTJDIBPZQLFMP-UHFFFAOYSA-N	EC50	1000	1000	nM	23214471												
50721	Q8TDV5	CUHBZIGZVALATI-UHFFFAOYSA-N	EC50	130	130	nM	23648181												
51075	Q8TDV5	CUSGJPDCMHXABC-KBAYOESNSA-N	EC50	740	740	nM	21361292												
51076	Q8TDV5	CUSGJPDCMHXABC-SZMVWBNQSA-N	EC50	2067	2067	nM	21361292												
51077	Q8TDV5	CUSGJPDCMHXABC-UHFFFAOYSA-N	EC50	1239	1239	nM	21361292												
51181	Q8TDV5	CUVZAJHHFOUFRH-KBPBESRZSA-N	EC50	1.4	1.4	nM	23374864												
51181	Q8TDV5	CUVZAJHHFOUFRH-KBPBESRZSA-N	EC50	1.5	1.5	nM	23374864												
51339	Q8TDV5	CVBFRASWGFGJNF-UHFFFAOYSA-N	EC50	80	80	nM	24440299												
51825	Q8TDV5	CVVUJYYXNRTOHV-UHFFFAOYSA-N	EC50	16	16	nM	23234271												
52331	Q8TDV5	CWRDXTYWWPDYPS-UHFFFAOYSA-N	EC50	0	10000	nM	23214471												
53086	Q8TDV5	CXRMSAPWFHEBME-UHFFFAOYSA-N	EC50	5.4	5.4	nM	22264481												
53718	Q8TDV5	CYNURBUBXQDYMK-UHFFFAOYSA-N	EC50	270	270	nM	22765901												
54121	Q8TDV5	CZAVZXWEZRFGSK-UHFFFAOYSA-N	EC50	4.2	4.2	nM	21444206												
54408	Q8TDV5	CZKSNHUNJRGKKQ-UHFFFAOYSA-N	EC50	251.19	251.19	nM	23214471												
55353	Q8TDV5	DAUKIMQEXRXKPW-UHFFFAOYSA-N	EC50	68	68	nM	23648181												
55499	Q8TDV5	DBAZGMHROHLDRP-UHFFFAOYSA-N	EC50	893	893	nM	22545772												
57112	Q8TDV5	DDIVZSGFRUFEDT-UHFFFAOYSA-N	EC50	0	10000	nM	23214471												
57233	Q8TDV5	DDNRYFFBIQGXMD-UHFFFAOYSA-N	EC50	380	380	nM	23648181												
57571	Q8TDV5	DDYCBJGOQOUBLC-QGZVFWFLSA-N	EC50	199.53	199.53	nM	"MedChemComm, (2013) 4:1:95"												
57740	Q8TDV5	DEGLXHGZWIXTEH-HOTGVXAUSA-N	EC50	24	24	nM	21536438												
58349	Q8TDV5	DFBQZZNEWIABJW-FWJOYPJLSA-N	EC50	6	6	nM	23628336												
58565	Q8TDV5	DFHPAPBEFMIDKH-UHFFFAOYSA-N	EC50	268	268	nM	22765901												
59100	Q8TDV5	DGBKNTVAKIFYNU-UHFFFAOYSA-N	EC50	0.65	0.65	nM	21444206												
59100	Q8TDV5	DGBKNTVAKIFYNU-UHFFFAOYSA-N	EC50	0.68	0.68	nM	18698756												
59100	Q8TDV5	DGBKNTVAKIFYNU-UHFFFAOYSA-N	EC50	6.30957	6.30957	nM	17289847												
59100	Q8TDV5	DGBKNTVAKIFYNU-UHFFFAOYSA-N	EC50	700	700	nM	27560285												
59100	Q8TDV5	DGBKNTVAKIFYNU-UHFFFAOYSA-N	EC50	3000	3000	nM	24751443												
60259	Q8TDV5	DHRDKLVPQRXOQS-UHFFFAOYSA-N	EC50	14.6	14.6	nM	21444206												
60428	Q8TDV5	DHWMMRYZGBZJHY-UHFFFAOYSA-N	EC50	39	39	nM	21273063												
60956	Q8TDV5	DIPLWGMUWUMWSF-UHFFFAOYSA-N	EC50	120	120	nM	22264481												
63341	Q8TDV5	DLUDWFPLMUWISJ-UHFFFAOYSA-N	EC50	51	51	nM	22765901												
64085	Q8TDV5	DMWMGLDPBZHNNM-UHFFFAOYSA-N	EC50	501.19	501.19	nM	23214471												
64405	Q8TDV5	DNJBKRNTHOLUPB-UHFFFAOYSA-N	EC50	13	13	nM	23648181												
65151	Q8TDV5	DOONTXWGPCQFJL-UHFFFAOYSA-N	EC50	1900	1900	nM	21273063												
65429	Q8TDV5	DOWXMMWWWTZBDA-UHFFFAOYSA-N	EC50	164	164	nM	23234271												
66501	Q8TDV5	DQOQGITVYQJBJZ-UHFFFAOYSA-N	EC50	60	60	nM	24440299												
66744	Q8TDV5	DQXXSMOSTVQXSK-UHFFFAOYSA-N	EC50	34	34	nM	24755425												
67956	Q8TDV5	DSTYEZIEWDMZNW-UHFFFAOYSA-N	EC50	100	100	nM	24440299												
68020	Q8TDV5	DSWDQJAIWAALIA-UHFFFAOYSA-N	EC50	5562	5562	nM	23234271												
68033	Q8TDV5	DSWWLHYGBILEPU-UHFFFAOYSA-N	EC50	90	90	nM	24440299												
68539	Q8TDV5	DTOXZAUVNHRCQB-UHFFFAOYSA-N	EC50	11	11	nM	24332491												
69193	Q8TDV5	DUKPGOOUJNUIOI-UHFFFAOYSA-N	EC50	2500	2500	nM	22365911												
69193	Q8TDV5	DUKPGOOUJNUIOI-UHFFFAOYSA-N	EC50	2511.89	2511.89	nM	20804735												
69335	Q8TDV5	DUQSZAYMEFJTSL-UHFFFAOYSA-N	EC50	3.4	3.4	nM	21444206												
71067	Q8TDV5	DWYZJJPJIJRMGT-UHFFFAOYSA-N	EC50	0	10000	nM	24751443												
72482	Q8TDV5	DZBNWHGYBOGICD-UHFFFAOYSA-N	EC50	400	400	nM	18698756												
72627	Q8TDV5	DZGOEXQGQAVUPK-UHFFFAOYSA-N	EC50	10	10	nM	23214471												
73029	Q8TDV5	DZUKNPGXPKVUNH-UHFFFAOYSA-N	EC50	88	88	nM	22765901												
75054	Q8TDV5	FCMFGXVWZDKFCO-UHFFFAOYSA-N	EC50	274	274	nM	23234271												
75067	Q8TDV5	FCMVBJKEDNUDAH-UHFFFAOYSA-N	EC50	121	121	nM	24332491												
75848	Q8TDV5	FDSDOZCPFJXOEY-MSYFUGIWSA-N	EC50	38	38	nM	21536438												
76067	Q8TDV5	FEAQKOJMPVAIBR-UHFFFAOYSA-N	EC50	0.9	0.9	nM	21444206												
76203	Q8TDV5	FEGPUMZPRQGWFH-UHFFFAOYSA-N	EC50	9.7	9.7	nM	22264481												
76203	Q8TDV5	FEGPUMZPRQGWFH-UHFFFAOYSA-N	EC50	29	29	nM	23234271												
77454	Q8TDV5	FFVOALNBSADVPY-RBUKOAKNSA-N	EC50	485	485	nM	22061639												
78968	Q8TDV5	FIERNNYTPMWRMS-UHFFFAOYSA-N	EC50	40	40	nM	24751443												
79895	Q8TDV5	FJNBZVDJJCYAQC-UHFFFAOYSA-N	EC50	0	10000	nM	23234271												
79906	Q8TDV5	FJNRWWDXXUTTCY-UHFFFAOYSA-N	EC50	1900	1900	nM	20227877												
80020	Q8TDV5	FJRWMVVJEPYPMD-UHFFFAOYSA-N	EC50	1400	1400	nM	21273063												
80554	Q8TDV5	FKKKFCPBYMOULG-UHFFFAOYSA-N	EC50	75	75	nM	21310611												
80725	Q8TDV5	FKPHGZTXBXSINT-UHFFFAOYSA-N	EC50	409	409	nM	21310611												
80904	Q8TDV5	FKWBGWZLMJQVTH-UHFFFAOYSA-N	EC50	160	160	nM	18698756												
82215	Q8TDV5	FMRPIGDLTFIDAK-UHFFFAOYSA-N	EC50	27	27	nM	24900416												
82458	Q8TDV5	FNBRZRUTRZWSHJ-UHFFFAOYSA-N	EC50	530	530	nM	24508142												
83222	Q8TDV5	FOFKDNXUVNAELV-UHFFFAOYSA-N	EC50	2060	2060	nM	23648181												
83334	Q8TDV5	FOJPWGYUEJZZID-UHFFFAOYSA-N	EC50	228	228	nM	24900416												
83748	Q8TDV5	FOYJHMAEBATSLY-IRXDYDNUSA-N	EC50	32	32	nM	21536438												
87211	Q8TDV5	FTXDUXBGXXFBLF-UHFFFAOYSA-N	EC50	4.7	4.7	nM	18698756												
87443	Q8TDV5	FUHLNOYZLFOYIM-UHFFFAOYSA-N	EC50	40	40	nM	24440299												
87486	Q8TDV5	FUJXWKOVWJJEIM-LEWJYISDSA-N	EC50	4	4	nM	22061639												
88684	Q8TDV5	FWAAPZFDGYIRMI-UNBAIFSFSA-N	EC50	0	30000	nM	21536438												
89040	Q8TDV5	FWMVVPCOCXWLQG-UHFFFAOYSA-N	EC50	110	110	nM	24440299												
89649	Q8TDV5	FXJBECPXZWLMCN-UHFFFAOYSA-N	EC50	251.19	251.19	nM	23214471												
90441	Q8TDV5	FYQLIQARPIHJIX-UHFFFAOYSA-N	EC50	250	250	nM	22264481												
90792	Q8TDV5	FZDXKZGIJAWHDX-UHFFFAOYSA-N	EC50	0	10000	nM	23357035												
90993	Q8TDV5	FZKCUJSOEZZNTM-UHFFFAOYSA-N	EC50	120	120	nM	24508142												
91323	Q8TDV5	FZVZKIUKIXHKNV-OAHLLOKOSA-N	EC50	10	10	nM	22545772												
92254	Q8TDV5	GBFSJWYMFPNGEN-UHFFFAOYSA-N	EC50	511	511	nM	22765901												
93777	Q8TDV5	GDMONFHFRSPUDZ-UHFFFAOYSA-N	EC50	272	272	nM	22765901												
95356	Q8TDV5	GFSWORTTYOAWML-CQSZACIVSA-N	EC50	19.95	19.95	nM	"MedChemComm, (2013) 4:1:95"												
95749	Q8TDV5	GGKASKLGELROGE-UHFFFAOYSA-N	EC50	501.19	501.19	nM	23214471												
96963	Q8TDV5	GHZVSVORWOLULA-UHFFFAOYSA-N	EC50	450	450	nM	23648181												
100299	Q8TDV5	GMXFOTZYULOWKE-IRXDYDNUSA-N	EC50	0	5000	nM	21536438												
101591	Q8TDV5	GOVGOKPXNWGDER-UHFFFAOYSA-N	EC50	30	30	nM	21273063												
101949	Q8TDV5	GPHDDBOESAIKHK-HSZRJFAPSA-N	EC50	3	3	nM	24900416												
102463	Q8TDV5	GQANSXDPJNTWLQ-UHFFFAOYSA-N	EC50	1000	1000	nM	23357035												
103367	Q8TDV5	GRGQEEUXMIDNPJ-MRXNPFEDSA-N	EC50	29	29	nM	22545772												
104009	Q8TDV5	GSCGHQCQGYOWHT-UHFFFAOYSA-N	EC50	8800	8800	nM	24508142												
107266	Q8TDV5	GWURHCBAFSQBSE-UHFFFAOYSA-N	EC50	5.1	5.1	nM	21444206												
107266	Q8TDV5	GWURHCBAFSQBSE-UHFFFAOYSA-N	EC50	5.8	5.8	nM	18698756												
107549	Q8TDV5	GXDYPCVLMNSCLA-UHFFFAOYSA-N	EC50	1900	1900	nM	18698756												
108421	Q8TDV5	GYLVPMDDUCFZCW-UHFFFAOYSA-N	EC50	621	621	nM	22545772												
108895	Q8TDV5	GZDJLFSNOMJNRK-UHFFFAOYSA-N	EC50	83	83	nM	23177788												
111149	Q8TDV5	HCCOWIAORWVUEZ-UHFFFAOYSA-N	EC50	50.12	50.12	nM	23214471												
112392	Q8TDV5	HDWCHQSQXHCARG-UHFFFAOYSA-N	EC50	86	86	nM	22765901												
112855	Q8TDV5	HEKRYOXGMAACSE-UHFFFAOYSA-N	EC50	50	50	nM	22264481												
114669	Q8TDV5	HGXIXRDSWVTXLX-UHFFFAOYSA-N	EC50	9	9	nM	21273063												
114669	Q8TDV5	HGXIXRDSWVTXLX-UHFFFAOYSA-N	EC50	18	18	nM	21273063												
116931	Q8TDV5	HJXNBIOSQIYJTB-IRXDYDNUSA-N	EC50	2217	2217	nM	22545772												
118113	Q8TDV5	HLPMGSRTJMFCMO-UHFFFAOYSA-N	EC50	83	83	nM	23177788												
118117	Q8TDV5	HLPVLPUZXPYKCD-UHFFFAOYSA-N	EC50	15	15	nM	24900551												
121848	Q8TDV5	HQYISXOLZSBYHR-UHFFFAOYSA-N	EC50	13	13	nM	24332491												
122010	Q8TDV5	HREXSEDWNZLPCX-UHFFFAOYSA-N	EC50	489	489	nM	22061639												
122229	Q8TDV5	HRNKUPMCBBGZJW-UHFFFAOYSA-N	EC50	80	80	nM	24440299												
122274	Q8TDV5	HROYOPFZZRTECV-UHFFFAOYSA-N	EC50	430	430	nM	18698756												
122906	Q8TDV5	HSLNUZQMGVVRRE-UHFFFAOYSA-N	EC50	190	190	nM	24751443												
123364	Q8TDV5	HTDMEDCNDOOOAQ-UHFFFAOYSA-N	EC50	60	60	nM	24440299												
123489	Q8TDV5	HTHOBZGXJWTDBR-OAHLLOKOSA-N	EC50	199.53	199.53	nM	"MedChemComm, (2013) 4:1:95"												
124196	Q8TDV5	HUDHXIUFUNEPFV-UHFFFAOYSA-N	EC50	14	14	nM	21444206												
124546	Q8TDV5	HURJLSALROQLKR-UHFFFAOYSA-N	EC50	53	53	nM	22061639												
125733	Q8TDV5	HWNIBXURQQWAOI-UHFFFAOYSA-N	EC50	4	4	nM	23628336												
128053	Q8TDV5	HZVDTANTUFQZQY-UHFFFAOYSA-N	EC50	380	380	nM	23648181												
128074	Q8TDV5	HZVZUONKGKCVHW-UHFFFAOYSA-N	EC50	80	80	nM	24440299												
128648	Q8TDV5	IAPZCCMSLGUWJE-IRXDYDNUSA-N	EC50	12	12	nM	23374864												
128709	Q8TDV5	IASOXBUPYJVERA-UHFFFAOYSA-N	EC50	103	103	nM	24755425												
129071	Q8TDV5	IBGMGRIUOXKFRJ-UHFFFAOYSA-N	EC50	1200	1200	nM	20227877												
131416	Q8TDV5	IEPIPSYKEORVPM-UHFFFAOYSA-N	EC50	25	25	nM	22264481												
131597	Q8TDV5	IEWSFRDDCHSYIP-UHFFFAOYSA-N	EC50	100	100	nM	24440299												
131838	Q8TDV5	IFGKACWCWSTXBV-LEWJYISDSA-N	EC50	7	7	nM	22061639												
131839	Q8TDV5	IFGKACWCWSTXBV-RTWAWAEBSA-N	EC50	29	29	nM	22061639												
132453	Q8TDV5	IGDSOCIGIJWOMQ-UHFFFAOYSA-N	EC50	47	47	nM	22264481												
133838	Q8TDV5	IIFVGCYKIYSUQB-UHFFFAOYSA-N	EC50	13	13	nM	23234271												
135920	Q8TDV5	ILEQZAIZTBXKOM-UHFFFAOYSA-N	EC50	243	243	nM	24751443												
137690	Q8TDV5	INWVFZRLLMCXOO-UHFFFAOYSA-N	EC50	200	200	nM	24751443												
138222	Q8TDV5	IOUPOTLEIOXIRM-UHFFFAOYSA-N	EC50	25	25	nM	24508142												
138745	Q8TDV5	IPMIRPYUNFWKRA-GFCCVEGCSA-N	EC50	2	2	nM	22545772												
140542	Q8TDV5	ISAUICAMOUVWRT-UHFFFAOYSA-N	EC50	149	149	nM	22765901												
140712	Q8TDV5	ISIGLWUEDMGLON-UHFFFAOYSA-N	EC50	100	100	nM	20227877												
141267	Q8TDV5	ITEWNSYPDAKHFD-UHFFFAOYSA-N	EC50	100	100	nM	24440299												
141782	Q8TDV5	IUALNCAOZRGKHL-UHFFFAOYSA-N	EC50	144	144	nM	23234271												
141844	Q8TDV5	IUCMLAGMPMOAKS-UHFFFAOYSA-N	EC50	65	65	nM	"2,362,833,622,545,770"												
142356	Q8TDV5	IUUFBIKIBRLDFT-UHFFFAOYSA-N	EC50	70	70	nM	24755425												
142706	Q8TDV5	IVJRZRSBXQWURK-UHFFFAOYSA-N	EC50	40	40	nM	24751443												
143451	Q8TDV5	IWNGVKCDWVZWDC-UHFFFAOYSA-N	EC50	493	493	nM	24332491												
143739	Q8TDV5	IWXLDWRRKUFTRK-UHFFFAOYSA-N	EC50	440	440	nM	23648181												
143744	Q8TDV5	IWXMVQQXVUSRLF-UHFFFAOYSA-N	EC50	19	19	nM	24332491												
143824	Q8TDV5	IXBDPGUFMYIKLN-UHFFFAOYSA-N	EC50	0	5000	nM	22264481												
144038	Q8TDV5	IXIXBJYVCHGFSQ-UHFFFAOYSA-N	EC50	100	100	nM	23214471												
144604	Q8TDV5	IYEPUSFSTPCBDL-UHFFFAOYSA-N	EC50	498	498	nM	23177788												
144892	Q8TDV5	IYPJRHVRZMQIPD-UHFFFAOYSA-N	EC50	316.23	316.23	nM	23214471												
145418	Q8TDV5	IZMBEAXPHQKSMK-UHFFFAOYSA-N	EC50	540	540	nM	24440299												
145636	Q8TDV5	IZXAWMFOUJIWOK-UHFFFAOYSA-N	EC50	1.5	1.5	nM	18698756												
145876	Q8TDV5	JAGTXSICFYWLJE-OAHLLOKOSA-N	EC50	158.49	158.49	nM	"MedChemComm, (2013) 4:1:95"												
147355	Q8TDV5	JCFMHWZVIXMBFC-UHFFFAOYSA-N	EC50	180	180	nM	24440299												
148355	Q8TDV5	JDOIVYNMNAZGCB-UHFFFAOYSA-N	EC50	80	80	nM	24440299												
148634	Q8TDV5	JDZJEUOIGPNXEZ-ROUUACIJSA-N	EC50	37	37	nM	21536438												
148837	Q8TDV5	JEHGKJLXZUARCY-UHFFFAOYSA-N	EC50	116	116	nM	21444206												
148984	Q8TDV5	JEMAKXAATWANMD-HLVPYZJISA-N	EC50	130	130	nM	21536438												
149083	Q8TDV5	JEQHGHRMOQYJDU-HOTGVXAUSA-N	EC50	112	112	nM	21536438												
149191	Q8TDV5	JEUPGLYFAZECGZ-UHFFFAOYSA-N	EC50	260	260	nM	18698756												
149921	Q8TDV5	JFTWHNDQPJLOQP-UHFFFAOYSA-N	EC50	1890	1890	nM	22061639												
150922	Q8TDV5	JHFKKMFMYPSKOV-UHFFFAOYSA-N	EC50	2000	2000	nM	20227877												
151853	Q8TDV5	JIPNDUPRBGRSEZ-UHFFFAOYSA-N	EC50	2	2	nM	24755425												
153411	Q8TDV5	JKXBJTITQZWKLT-UHFFFAOYSA-N	EC50	62	62	nM	24751443												
153457	Q8TDV5	JKYHHGCQASLIAE-OALUTQOASA-N	EC50	42	42	nM	21536438												
154507	Q8TDV5	JMKRHCQIVVXVRS-OAHLLOKOSA-N	EC50	112	112	nM	22545772												
154803	Q8TDV5	JMXBXZHTVIADJO-CQSZACIVSA-N	EC50	1584.89	1584.89	nM	"MedChemComm, (2013) 4:1:95"												
